complexion_accuracy,complexion_loss,loss,measurements_loss,measurements_mae
1.0,0.0,1459.6414794921875,1459.6414794921875,25.34316062927246
1.0,0.0,1508.817138671875,1508.817138671875,27.060409545898438
1.0,0.0,1362.513916015625,1362.513916015625,26.367630004882812
1.0,0.0,1083.2330322265625,1083.2330322265625,23.55434799194336
1.0,0.0,765.9640502929688,765.9640502929688,19.30645751953125
1.0,0.0,489.30560302734375,489.30560302734375,14.870216369628906
1.0,0.0,297.4115905761719,297.4115905761719,11.733120918273926
1.0,0.0,199.20457458496094,199.20457458496094,10.743124008178711
1.0,0.0,176.64892578125,176.64892578125,11.070047378540039
1.0,0.0,201.27041625976562,201.27041625976562,11.950933456420898
1.0,2.384185648907078e-08,243.2386016845703,243.2386016845703,12.772059440612793
1.0,1.668929883180681e-07,280.7914733886719,280.7914733886719,13.741621017456055
1.0,5.245207717052836e-07,300.66741943359375,300.66741943359375,14.410898208618164
1.0,1.4066687299418845e-06,297.30255126953125,297.30255126953125,14.411931991577148
1.0,3.36169614456594e-06,271.5851745605469,271.5851745605469,13.741948127746582
1.0,7.367107173195109e-06,229.24411010742188,229.24411010742188,12.522249221801758
1.0,1.4948731404729187e-05,179.0789031982422,179.07888793945312,10.889676094055176
1.0,2.901511652453337e-05,131.14849853515625,131.14846801757812,9.086098670959473
1.0,5.471555778058246e-05,94.68732452392578,94.68727111816406,7.414390563964844
1.0,0.00010208558524027467,76.10445404052734,76.10435485839844,6.463124752044678
1.0,0.00018728399300016463,77.2372055053711,77.23701477050781,6.735182285308838
1.0,0.00033651856938377023,93.95398712158203,93.95365142822266,7.8779144287109375
1.0,0.0005859080702066422,117.5514144897461,117.55082702636719,8.931875228881836
1.0,0.000972249370533973,137.8905792236328,137.8896026611328,9.646666526794434
1.0,0.0015109286177903414,147.32489013671875,147.32337951660156,9.937301635742188
1.0,0.0021644681692123413,143.37057495117188,143.368408203125,9.755219459533691
1.0,0.002821955131366849,128.83074951171875,128.8279266357422,9.274097442626953
1.0,0.0033182911574840546,109.6969985961914,109.69367980957031,8.634258270263672
1.0,0.003502079052850604,92.24300384521484,92.239501953125,7.846027374267578
1.0,0.0033148457296192646,80.73564910888672,80.73233795166016,7.053739070892334
1.0,0.0028234294150024652,76.48580932617188,76.48298645019531,6.637757778167725
1.0,0.0021781236864626408,78.17982482910156,78.17765045166016,6.465731620788574
1.0,0.0015349958557635546,82.965576171875,82.96404266357422,6.654832363128662
1.0,0.0009975444991141558,87.69708251953125,87.69608306884766,6.8798017501831055
1.0,0.0006035167025402188,89.91925048828125,89.91864776611328,7.0495710372924805
1.0,0.00034326352761127055,88.410400390625,88.4100570678711,7.031297206878662
1.0,0.00018540082965046167,83.28080749511719,83.28062438964844,6.839633941650391
1.0,9.622107609175146e-05,75.72066497802734,75.72056579589844,6.4987592697143555
1.0,4.858851389144547e-05,67.52046203613281,67.52041625976562,6.040865421295166
1.0,2.4318396754097193e-05,60.4976921081543,60.49767303466797,5.610698699951172
1.0,1.2254638932063244e-05,55.96598434448242,55.965972900390625,5.379533290863037
1.0,6.341913831420243e-06,54.382850646972656,54.382843017578125,5.356322288513184
1.0,3.4332217637711437e-06,55.279563903808594,55.279563903808594,5.416499137878418
1.0,2.002713927140576e-06,57.50304412841797,57.5030403137207,5.487766265869141
1.0,1.2636176052183146e-06,59.68389892578125,59.68389892578125,5.643351078033447
1.0,8.583065209677443e-07,60.7478141784668,60.7478141784668,5.724026203155518
1.0,6.437299475692271e-07,60.25928497314453,60.25928497314453,5.715318202972412
1.0,5.245207148618647e-07,58.4749755859375,58.4749755859375,5.620297431945801
1.0,4.768370729379967e-07,56.11852264404297,56.11852264404297,5.507357597351074
1.0,4.2915334574900044e-07,54.01770782470703,54.01770782470703,5.388577938079834
1.0,4.2915334574900044e-07,52.77293014526367,52.77293014526367,5.280517578125
1.0,4.2915334574900044e-07,52.58001708984375,52.58001708984375,5.243223190307617
1.0,4.768370729379967e-07,53.23850631713867,53.23850631713867,5.331752777099609
1.0,4.768370729379967e-07,54.299049377441406,54.299049377441406,5.441442489624023
1.0,4.768370729379967e-07,55.26613235473633,55.26613235473633,5.5230512619018555
1.0,4.7683701609457785e-07,55.773826599121094,55.773826599121094,5.557375907897949
1.0,4.768370729379967e-07,55.68438720703125,55.68438720703125,5.5458984375
1.0,4.768370729379967e-07,55.0923957824707,55.0923957824707,5.493819713592529
1.0,4.768370729379967e-07,54.25157928466797,54.25157928466797,5.42913818359375
1.0,4.7683701609457785e-07,53.45983123779297,53.45983123779297,5.3811936378479
1.0,4.768370729379967e-07,52.9463005065918,52.9463005065918,5.326772689819336
1.0,4.5299520934349857e-07,52.79880905151367,52.79880905151367,5.3018646240234375
1.0,4.2915334574900044e-07,52.952430725097656,52.952430725097656,5.351592063903809
1.0,4.2915334574900044e-07,53.23688507080078,53.23688507080078,5.3981428146362305
1.0,4.2915334574900044e-07,53.458412170410156,53.458412170410156,5.422574996948242
1.0,4.2915334574900044e-07,53.47998046875,53.47998046875,5.42295503616333
1.0,4.768370729379967e-07,53.2672119140625,53.2672119140625,5.400448799133301
1.0,4.768370729379967e-07,52.88666534423828,52.88666534423828,5.3585405349731445
1.0,4.768370729379967e-07,52.4631462097168,52.4631462097168,5.3024492263793945
1.0,5.722043852074421e-07,52.12115478515625,52.12115478515625,5.238425254821777
1.0,5.960462772236497e-07,51.936317443847656,51.936317443847656,5.189239978790283
1.0,6.437299475692271e-07,51.91505813598633,51.91505813598633,5.162117004394531
1.0,6.914136747582234e-07,52.004539489746094,52.004539489746094,5.154909610748291
1.0,7.390973451038008e-07,52.124114990234375,52.124114990234375,5.1603193283081055
1.0,7.867810154493782e-07,52.20125198364258,52.20125198364258,5.16262149810791
1.0,8.10622793778748e-07,52.19731521606445,52.19731521606445,5.161564826965332
1.0,8.583065209677443e-07,52.11643600463867,52.11643600463867,5.15733003616333
1.0,8.82148356140533e-07,51.99503707885742,51.99503707885742,5.160042762756348
1.0,9.059902481567406e-07,51.881683349609375,51.881683349609375,5.168483734130859
1.0,9.059902481567406e-07,51.814659118652344,51.814659118652344,5.1772236824035645
1.0,9.536738616588991e-07,51.80779266357422,51.80779266357422,5.192157745361328
1.0,9.7751558314485e-07,51.84862518310547,51.84862518310547,5.211023807525635
1.0,1.0013575320044765e-06,51.90727996826172,51.90727996826172,5.226657390594482
1.0,1.0013575320044765e-06,51.951927185058594,51.951927185058594,5.235604286193848
1.0,1.025199480864103e-06,51.962135314941406,51.962135314941406,5.237425804138184
1.0,1.049041202350054e-06,51.935890197753906,51.935890197753906,5.232534408569336
1.0,1.049041202350054e-06,51.88683319091797,51.88683319091797,5.222050666809082
1.0,1.049041202350054e-06,51.835960388183594,51.835960388183594,5.207643508911133
1.0,1.12056670786842e-06,51.80137252807617,51.80137252807617,5.191268444061279
1.0,1.1205668215552578e-06,51.790802001953125,51.790802001953125,5.175209999084473
1.0,1.12056670786842e-06,51.80037307739258,51.80037307739258,5.163834095001221
1.0,1.12056670786842e-06,51.81837844848633,51.81837844848633,5.155368804931641
1.0,1.0967248726956313e-06,51.8313102722168,51.8313102722168,5.15243673324585
1.0,1.049041202350054e-06,51.8304328918457,51.8304328918457,5.151432514190674
1.0,1.049041202350054e-06,51.8144645690918,51.8144645690918,5.152290344238281
1.0,1.0251993671772652e-06,51.788963317871094,51.788963317871094,5.15476655960083
1.0,1.0013575320044765e-06,51.7628288269043,51.7628288269043,5.161291599273682
1.0,9.536738616588991e-07,51.743812561035156,51.743812561035156,5.169315338134766
1.0,9.059902481567406e-07,51.73541259765625,51.73541259765625,5.177506923675537
1.0,9.059902481567406e-07,51.73619842529297,51.73619842529297,5.184935092926025
1.0,8.82148356140533e-07,51.74127960205078,51.74127960205078,5.191009044647217
1.0,8.583065209677443e-07,51.74494552612305,51.74494552612305,5.195357799530029
1.0,8.583065209677443e-07,51.74369430541992,51.74369430541992,5.196901321411133
1.0,8.10622793778748e-07,51.7369384765625,51.7369384765625,5.1961541175842285
1.0,8.10622793778748e-07,51.72722625732422,51.72722625732422,5.194023132324219
1.0,8.10622793778748e-07,51.71803665161133,51.71803665161133,5.19064998626709
1.0,8.10622793778748e-07,51.712242126464844,51.712242126464844,5.186666011810303
1.0,8.10622793778748e-07,51.710670471191406,51.710670471191406,5.182692527770996
1.0,8.10622793778748e-07,51.71228790283203,51.71228790283203,5.179299354553223
1.0,8.10622793778748e-07,51.71453094482422,51.71453094482422,5.177789688110352
1.0,8.10622793778748e-07,51.7153205871582,51.7153205871582,5.177159309387207
1.0,8.10622793778748e-07,51.713401794433594,51.713401794433594,5.176936626434326
1.0,8.10622793778748e-07,51.7091064453125,51.7091064453125,5.177270412445068
1.0,8.10622793778748e-07,51.703758239746094,51.703758239746094,5.1795220375061035
1.0,8.10622793778748e-07,51.69889450073242,51.69889450073242,5.182307243347168
1.0,8.10622793778748e-07,51.69562911987305,51.69562911987305,5.185208797454834
1.0,8.10622793778748e-07,51.693931579589844,51.693931579589844,5.187816619873047
1.0,8.10622793778748e-07,51.69328689575195,51.69328689575195,5.189807891845703
1.0,8.10622793778748e-07,51.69245529174805,51.69245529174805,5.190948963165283
1.0,8.10622793778748e-07,51.6907958984375,51.6907958984375,5.1911444664001465
1.0,8.10622793778748e-07,51.68791961669922,51.68791961669922,5.190425872802734
1.0,8.10622793778748e-07,51.68427276611328,51.68427276611328,5.188947677612305
1.0,8.10622793778748e-07,51.68049240112305,51.68049240112305,5.186948299407959
1.0,8.10622793778748e-07,51.67724609375,51.67724609375,5.184718132019043
1.0,8.344646857949556e-07,51.674766540527344,51.674766540527344,5.18255090713501
1.0,8.344646857949556e-07,51.67293167114258,51.67293167114258,5.180712699890137
1.0,8.583065209677443e-07,51.671424865722656,51.671424865722656,5.179403305053711
1.0,8.583065209677443e-07,51.66971969604492,51.66971969604492,5.178734302520752
1.0,8.583065209677443e-07,51.66754150390625,51.66754150390625,5.178717136383057
1.0,8.583065209677443e-07,51.6650390625,51.6650390625,5.17929744720459
1.0,8.583065209677443e-07,51.66240692138672,51.66240692138672,5.18032169342041
1.0,8.583065209677443e-07,51.65991973876953,51.65991973876953,5.181612968444824
1.0,8.583065209677443e-07,51.657691955566406,51.657691955566406,5.182952880859375
1.0,8.583065209677443e-07,51.655799865722656,51.655799865722656,5.184161186218262
1.0,8.583065209677443e-07,51.65399169921875,51.65399169921875,5.185067176818848
1.0,8.583065209677443e-07,51.652130126953125,51.652130126953125,5.185578346252441
1.0,8.583065209677443e-07,51.65007400512695,51.65007400512695,5.185652732849121
1.0,8.583065209677443e-07,51.64778518676758,51.64778518676758,5.185317516326904
1.0,8.583065209677443e-07,51.64543533325195,51.64543533325195,5.184657096862793
1.0,8.583065209677443e-07,51.64301300048828,51.64301300048828,5.183789253234863
1.0,8.583065209677443e-07,51.640777587890625,51.640777587890625,5.182852745056152
1.0,8.583065209677443e-07,51.63862991333008,51.63862991333008,5.181987285614014
1.0,8.583065209677443e-07,51.636566162109375,51.636566162109375,5.181307792663574
1.0,8.583065209677443e-07,51.63446044921875,51.63446044921875,5.180893421173096
1.0,8.583065209677443e-07,51.632362365722656,51.632362365722656,5.180790901184082
1.0,8.583065209677443e-07,51.6301155090332,51.6301155090332,5.1809797286987305
1.0,8.583065209677443e-07,51.6277961730957,51.6277961730957,5.181423187255859
1.0,8.583065209677443e-07,51.6254768371582,51.6254768371582,5.182034969329834
1.0,8.583065209677443e-07,51.62322235107422,51.62322235107422,5.182730674743652
1.0,8.583065209677443e-07,51.62102127075195,51.62102127075195,5.183405876159668
1.0,8.583065209677443e-07,51.61885452270508,51.61885452270508,5.183976650238037
1.0,8.583065209677443e-07,51.61663055419922,51.61663055419922,5.184380531311035
1.0,8.583065209677443e-07,51.61445236206055,51.61445236206055,5.1845903396606445
1.0,8.583065209677443e-07,51.612159729003906,51.612159729003906,5.184593200683594
1.0,8.583065209677443e-07,51.60993194580078,51.60993194580078,5.184430122375488
1.0,8.583065209677443e-07,51.60764694213867,51.60764694213867,5.184139251708984
1.0,8.583065209677443e-07,51.60535430908203,51.60535430908203,5.183780193328857
1.0,8.583065209677443e-07,51.6031379699707,51.6031379699707,5.183423042297363
1.0,8.583065209677443e-07,51.60091018676758,51.60091018676758,5.183119297027588
1.0,8.583065209677443e-07,51.598655700683594,51.598655700683594,5.1829094886779785
1.0,8.344646857949556e-07,51.59639358520508,51.59639358520508,5.182821273803711
1.0,8.344646857949556e-07,51.594146728515625,51.594146728515625,5.182857036590576
1.0,8.344646857949556e-07,51.5918083190918,51.5918083190918,5.182991027832031
1.0,8.344646857949556e-07,51.589515686035156,51.589515686035156,5.183201313018799
1.0,8.344646857949556e-07,51.58722686767578,51.58722686767578,5.183443546295166
1.0,8.344646857949556e-07,51.584938049316406,51.584938049316406,5.1836771965026855
1.0,8.344646857949556e-07,51.58259963989258,51.58259963989258,5.18386173248291
1.0,8.344646857949556e-07,51.58036422729492,51.58036422729492,5.183984756469727
1.0,8.344646857949556e-07,51.578041076660156,51.578041076660156,5.184018611907959
1.0,8.344646857949556e-07,51.57568359375,51.57568359375,5.1839728355407715
1.0,8.344646857949556e-07,51.5733642578125,51.5733642578125,5.183864593505859
1.0,8.344646857949556e-07,51.57102584838867,51.57102584838867,5.1837077140808105
1.0,8.344646857949556e-07,51.56867218017578,51.56867218017578,5.183539867401123
1.0,8.344646857949556e-07,51.566322326660156,51.566322326660156,5.183387279510498
1.0,8.344646857949556e-07,51.563995361328125,51.563995361328125,5.183273792266846
1.0,8.344646857949556e-07,51.56163787841797,51.56163787841797,5.183211803436279
1.0,8.583065209677443e-07,51.55925750732422,51.55925750732422,5.1832075119018555
1.0,8.583065209677443e-07,51.55692672729492,51.55692672729492,5.183262825012207
1.0,8.344646857949556e-07,51.554534912109375,51.554534912109375,5.183358192443848
1.0,8.344646857949556e-07,51.55218505859375,51.55218505859375,5.183485507965088
1.0,8.344646857949556e-07,51.54975509643555,51.54975509643555,5.183610439300537
1.0,8.344646857949556e-07,51.547393798828125,51.547393798828125,5.183724403381348
1.0,8.344646857949556e-07,51.545013427734375,51.545013427734375,5.183809280395508
1.0,8.344646857949556e-07,51.542579650878906,51.542579650878906,5.1838483810424805
1.0,8.344646857949556e-07,51.54021072387695,51.54021072387695,5.183852195739746
1.0,8.344646857949556e-07,51.537811279296875,51.537811279296875,5.1838154792785645
1.0,8.344646857949556e-07,51.5353889465332,51.5353889465332,5.183749675750732
1.0,8.344646857949556e-07,51.5329704284668,51.5329704284668,5.183669090270996
1.0,8.344646857949556e-07,51.530540466308594,51.530540466308594,5.183588981628418
1.0,8.344646857949556e-07,51.528099060058594,51.528099060058594,5.183522701263428
1.0,8.344646857949556e-07,51.52567672729492,51.52567672729492,5.183480262756348
1.0,8.344646857949556e-07,51.52320098876953,51.52320098876953,5.183466911315918
1.0,8.344646857949556e-07,51.52079391479492,51.52079391479492,5.18348503112793
1.0,8.344646857949556e-07,51.518287658691406,51.518287658691406,5.183525562286377
1.0,8.344646857949556e-07,51.5158805847168,51.5158805847168,5.183590888977051
1.0,8.344646857949556e-07,51.513397216796875,51.513397216796875,5.183657646179199
1.0,8.344646857949556e-07,51.510948181152344,51.510948181152344,5.183725833892822
1.0,8.344646857949556e-07,51.50847244262695,51.50847244262695,5.183777809143066
1.0,8.344646857949556e-07,51.5059700012207,51.5059700012207,5.1838154792785645
1.0,8.344646857949556e-07,51.50349044799805,51.50349044799805,5.183833122253418
1.0,8.344646857949556e-07,51.50099563598633,51.50099563598633,5.183830738067627
1.0,8.344646857949556e-07,51.498512268066406,51.498512268066406,5.18381404876709
1.0,8.344646857949556e-07,51.495994567871094,51.495994567871094,5.183790683746338
1.0,8.344646857949556e-07,51.49345779418945,51.49345779418945,5.183758735656738
1.0,8.344646857949556e-07,51.490989685058594,51.490989685058594,5.183739185333252
1.0,8.344646857949556e-07,51.48848342895508,51.48848342895508,5.183725357055664
1.0,8.344646857949556e-07,51.48596954345703,51.48596954345703,5.183720111846924
1.0,8.344646857949556e-07,51.483436584472656,51.483436584472656,5.1837286949157715
1.0,8.344646857949556e-07,51.480926513671875,51.480926513671875,5.183748722076416
1.0,8.344646857949556e-07,51.47837448120117,51.47837448120117,5.183775901794434
1.0,8.344646857949556e-07,51.47582244873047,51.47582244873047,5.1838059425354
1.0,8.344646857949556e-07,51.47327423095703,51.47327423095703,5.183835029602051
1.0,8.344646857949556e-07,51.470680236816406,51.470680236816406,5.183857440948486
1.0,8.344646857949556e-07,51.4681510925293,51.4681510925293,5.183875560760498
1.0,8.344646857949556e-07,51.4655876159668,51.4655876159668,5.183879375457764
1.0,8.344646857949556e-07,51.463050842285156,51.463050842285156,5.183882236480713
1.0,8.344646857949556e-07,51.46049880981445,51.46049880981445,5.183872222900391
1.0,8.344646857949556e-07,51.4578971862793,51.4578971862793,5.183858394622803
1.0,8.344646857949556e-07,51.4553108215332,51.4553108215332,5.183847427368164
1.0,8.344646857949556e-07,51.452728271484375,51.452728271484375,5.183836936950684
1.0,8.344646857949556e-07,51.45012283325195,51.45012283325195,5.183833122253418
1.0,8.344646857949556e-07,51.447547912597656,51.447547912597656,5.183833122253418
1.0,8.344646857949556e-07,51.444923400878906,51.444923400878906,5.183839797973633
1.0,8.344646857949556e-07,51.44232177734375,51.44232177734375,5.1838483810424805
1.0,8.344646857949556e-07,51.439720153808594,51.439720153808594,5.183863639831543
1.0,8.344646857949556e-07,51.437110900878906,51.437110900878906,5.183880805969238
1.0,8.344646857949556e-07,51.43445587158203,51.43445587158203,5.183893203735352
1.0,8.344646857949556e-07,51.43184280395508,51.43184280395508,5.183903217315674
1.0,8.344646857949556e-07,51.42924880981445,51.42924880981445,5.183915138244629
1.0,8.344646857949556e-07,51.42658233642578,51.42658233642578,5.183913230895996
1.0,8.344646857949556e-07,51.42390823364258,51.42390823364258,5.183910369873047
1.0,8.344646857949556e-07,51.4212646484375,51.4212646484375,5.183908462524414
1.0,8.344646857949556e-07,51.41863250732422,51.41863250732422,5.183905124664307
1.0,8.344646857949556e-07,51.415992736816406,51.415992736816406,5.183899402618408
1.0,8.344646857949556e-07,51.413299560546875,51.413299560546875,5.183894157409668
1.0,8.344646857949556e-07,51.4106559753418,51.4106559753418,5.183896541595459
1.0,8.344646857949556e-07,51.40796661376953,51.40796661376953,5.183899879455566
1.0,8.344646857949556e-07,51.4052848815918,51.4052848815918,5.183905601501465
1.0,8.344646857949556e-07,51.402618408203125,51.402618408203125,5.1839141845703125
1.0,8.344646857949556e-07,51.399940490722656,51.399940490722656,5.18392276763916
1.0,8.344646857949556e-07,51.39722442626953,51.39722442626953,5.183932304382324
1.0,8.344646857949556e-07,51.39452362060547,51.39452362060547,5.1839399337768555
1.0,8.344646857949556e-07,51.39182662963867,51.39182662963867,5.183946132659912
1.0,8.344646857949556e-07,51.38910675048828,51.38910675048828,5.183950901031494
1.0,8.344646857949556e-07,51.386444091796875,51.386444091796875,5.183953285217285
1.0,8.344646857949556e-07,51.38372039794922,51.38372039794922,5.183953762054443
1.0,8.344646857949556e-07,51.38103485107422,51.38103485107422,5.18395471572876
1.0,8.344646857949556e-07,51.37823486328125,51.37823486328125,5.1839494705200195
1.0,8.344646857949556e-07,51.375579833984375,51.375579833984375,5.183952331542969
1.0,8.344646857949556e-07,51.37278366088867,51.37278366088867,5.1839470863342285
1.0,8.344646857949556e-07,51.37006378173828,51.37006378173828,5.183950424194336
1.0,8.344646857949556e-07,51.3673210144043,51.3673210144043,5.183951377868652
1.0,8.344646857949556e-07,51.364593505859375,51.364593505859375,5.183954238891602
1.0,8.344646857949556e-07,51.3618049621582,51.3618049621582,5.183955192565918
1.0,8.344646857949556e-07,51.35906982421875,51.35906982421875,5.183960914611816
1.0,8.344646857949556e-07,51.3563346862793,51.3563346862793,5.183968544006348
1.0,8.344646857949556e-07,51.35352325439453,51.35352325439453,5.1839985847473145
1.0,8.344646857949556e-07,51.35076141357422,51.35076141357422,5.184031009674072
1.0,8.344646857949556e-07,51.347984313964844,51.347984313964844,5.184060573577881
1.0,8.344646857949556e-07,51.3452262878418,51.3452262878418,5.184091091156006
1.0,8.344646857949556e-07,51.34242630004883,51.34242630004883,5.184121131896973
1.0,8.344646857949556e-07,51.339637756347656,51.339637756347656,5.184148788452148
1.0,8.344646857949556e-07,51.336883544921875,51.336883544921875,5.184183120727539
1.0,8.344646857949556e-07,51.334068298339844,51.334068298339844,5.184209823608398
1.0,8.344646857949556e-07,51.33125686645508,51.33125686645508,5.18424129486084
1.0,8.344646857949556e-07,51.32843017578125,51.32843017578125,5.184271812438965
1.0,8.344646857949556e-07,51.32560348510742,51.32560348510742,5.18430233001709
1.0,8.344646857949556e-07,51.322792053222656,51.322792053222656,5.184332847595215
1.0,8.344646857949556e-07,51.31998825073242,51.31998825073242,5.1843647956848145
1.0,8.344646857949556e-07,51.3171501159668,51.3171501159668,5.184397220611572
1.0,8.344646857949556e-07,51.31435012817383,51.31435012817383,5.1844282150268555
1.0,8.344646857949556e-07,51.31146240234375,51.31146240234375,5.184460639953613
1.0,8.344646857949556e-07,51.30864715576172,51.30864715576172,5.18449068069458
1.0,8.344646857949556e-07,51.305824279785156,51.305824279785156,5.184521675109863
1.0,8.344646857949556e-07,51.302947998046875,51.302947998046875,5.1845479011535645
1.0,8.344646857949556e-07,51.30012130737305,51.30012130737305,5.184577941894531
1.0,8.344646857949556e-07,51.29726028442383,51.29726028442383,5.184607028961182
1.0,8.344646857949556e-07,51.294403076171875,51.294403076171875,5.184638023376465
1.0,8.344646857949556e-07,51.29150390625,51.29150390625,5.184664249420166
1.0,8.344646857949556e-07,51.288673400878906,51.288673400878906,5.184695243835449
1.0,8.344646857949556e-07,51.285804748535156,51.285804748535156,5.1847243309021
1.0,8.344646857949556e-07,51.282867431640625,51.282867431640625,5.184754848480225
1.0,8.344646857949556e-07,51.280006408691406,51.280006408691406,5.184786796569824
1.0,8.344646857949556e-07,51.2771110534668,51.2771110534668,5.184813022613525
1.0,8.344646857949556e-07,51.274208068847656,51.274208068847656,5.184842109680176
1.0,8.344646857949556e-07,51.2713623046875,51.2713623046875,5.184872150421143
1.0,8.344646857949556e-07,51.2684440612793,51.2684440612793,5.184901714324951
1.0,8.344646857949556e-07,51.265541076660156,51.265541076660156,5.184929847717285
1.0,8.344646857949556e-07,51.262596130371094,51.262596130371094,5.18495512008667
1.0,8.344646857949556e-07,51.25969314575195,51.25969314575195,5.184986114501953
1.0,8.344646857949556e-07,51.25679397583008,51.25679397583008,5.185014724731445
1.0,8.344646857949556e-07,51.253822326660156,51.253822326660156,5.1850385665893555
1.0,8.344646857949556e-07,51.25089645385742,51.25089645385742,5.185067176818848
1.0,8.344646857949556e-07,51.24799728393555,51.24799728393555,5.185095310211182
1.0,8.344646857949556e-07,51.24505615234375,51.24505615234375,5.18512487411499
1.0,8.344646857949556e-07,51.24210739135742,51.24210739135742,5.185154438018799
1.0,8.344646857949556e-07,51.23915481567383,51.23915481567383,5.185181140899658
1.0,8.344646857949556e-07,51.23621368408203,51.23621368408203,5.185208320617676
1.0,8.344646857949556e-07,51.2332649230957,51.2332649230957,5.185237884521484
1.0,8.344646857949556e-07,51.2303352355957,51.2303352355957,5.185266494750977
1.0,8.344646857949556e-07,51.227386474609375,51.227386474609375,5.185296058654785
1.0,8.344646857949556e-07,51.224388122558594,51.224388122558594,5.1853203773498535
1.0,8.344646857949556e-07,51.2214241027832,51.2214241027832,5.185345649719238
1.0,8.344646857949556e-07,51.218421936035156,51.218421936035156,5.185370445251465
1.0,8.344646857949556e-07,51.2154426574707,51.2154426574707,5.185395240783691
1.0,8.344646857949556e-07,51.21247482299805,51.21247482299805,5.185421943664551
1.0,8.344646857949556e-07,51.209503173828125,51.209503173828125,5.185450077056885
1.0,8.344646857949556e-07,51.2065315246582,51.2065315246582,5.185479640960693
1.0,8.344646857949556e-07,51.203514099121094,51.203514099121094,5.185503959655762
1.0,8.344646857949556e-07,51.20048141479492,51.20048141479492,5.185533046722412
1.0,8.344646857949556e-07,51.19749450683594,51.19749450683594,5.1855573654174805
1.0,8.344646857949556e-07,51.19450378417969,51.19450378417969,5.185585021972656
1.0,8.344646857949556e-07,51.191524505615234,51.191524505615234,5.185610294342041
1.0,8.344646857949556e-07,51.18848419189453,51.18848419189453,5.185634613037109
1.0,8.344646857949556e-07,51.185455322265625,51.185455322265625,5.1856608390808105
1.0,8.344646857949556e-07,51.18239212036133,51.18239212036133,5.185683250427246
1.0,8.344646857949556e-07,51.17938995361328,51.17938995361328,5.1857123374938965
1.0,8.344646857949556e-07,51.176326751708984,51.176326751708984,5.185731887817383
1.0,8.344646857949556e-07,51.173316955566406,51.173316955566406,5.185757637023926
1.0,8.344646857949556e-07,51.17028045654297,51.17028045654297,5.185783863067627
1.0,8.344646857949556e-07,51.16719055175781,51.16719055175781,5.185807228088379
1.0,8.344646857949556e-07,51.16421890258789,51.16421890258789,5.185835838317871
1.0,8.344646857949556e-07,51.16109848022461,51.16109848022461,5.185858249664307
1.0,8.344646857949556e-07,51.158058166503906,51.158058166503906,5.18588399887085
1.0,8.344646857949556e-07,51.15497589111328,51.15497589111328,5.185906410217285
1.0,8.344646857949556e-07,51.15194320678711,51.15194320678711,5.185932636260986
1.0,8.344646857949556e-07,51.14884567260742,51.14884567260742,5.1859540939331055
1.0,8.344646857949556e-07,51.145774841308594,51.145774841308594,5.185980796813965
1.0,8.344646857949556e-07,51.14265060424805,51.14265060424805,5.185999870300293
1.0,8.344646857949556e-07,51.13964080810547,51.13964080810547,5.186025142669678
